,datetime,power_prices
0,2026-01-01 00:00:00,100.00616109195671
1,2026-01-01 00:30:00,98.84069554269297
2,2026-01-01 01:00:00,98.81270644431281
3,2026-01-01 01:30:00,99.43319724525391
4,2026-01-01 02:00:00,99.6248514497685
5,2026-01-01 02:30:00,100.01825367941794
6,2026-01-01 03:00:00,100.33599291576151
7,2026-01-01 03:30:00,101.0320363201401
8,2026-01-01 04:00:00,99.85430872426687
9,2026-01-01 04:30:00,100.64729336116966
10,2026-01-01 05:00:00,101.10032307396715
11,2026-01-01 05:30:00,101.87859766881714
12,2026-01-01 06:00:00,101.91846782340193
13,2026-01-01 06:30:00,103.27081420604017
14,2026-01-01 07:00:00,105.03735391085765
15,2026-01-01 07:30:00,106.30348414200479
16,2026-01-01 08:00:00,106.84532510372301
17,2026-01-01 08:30:00,106.69889483516442
18,2026-01-01 09:00:00,107.81121608988407
19,2026-01-01 09:30:00,106.79010310196546
20,2026-01-01 10:00:00,106.74430869196192
21,2026-01-01 10:30:00,106.43522503824884
22,2026-01-01 11:00:00,106.95445465415486
23,2026-01-01 11:30:00,106.19346413964674
24,2026-01-01 12:00:00,105.93362841279884
25,2026-01-01 12:30:00,105.62204719168625
26,2026-01-01 13:00:00,105.15144507453604
27,2026-01-01 13:30:00,104.53230221451669
28,2026-01-01 14:00:00,105.97481363026317
29,2026-01-01 14:30:00,105.16548970590604
30,2026-01-01 15:00:00,104.81636724589349
31,2026-01-01 15:30:00,104.077484027266
32,2026-01-01 16:00:00,105.64859991078292
33,2026-01-01 16:30:00,106.33508366110932
34,2026-01-01 17:00:00,107.11274718783393
35,2026-01-01 17:30:00,107.37681842996186
36,2026-01-01 18:00:00,110.35640932634621
37,2026-01-01 18:30:00,111.6942619647473
38,2026-01-01 19:00:00,113.07567077016654
39,2026-01-01 19:30:00,111.15411034527487
40,2026-01-01 20:00:00,109.63917561054451
41,2026-01-01 20:30:00,108.53088909945058
42,2026-01-01 21:00:00,109.1948326228577
43,2026-01-01 21:30:00,108.06381808602637
44,2026-01-01 22:00:00,107.33269390671467
45,2026-01-01 22:30:00,107.61273185705552
46,2026-01-01 23:00:00,106.4847669496911
47,2026-01-01 23:30:00,105.0690954523125
48,2026-01-02 00:00:00,105.39346673875365
49,2026-01-02 00:30:00,103.84569933424227
50,2026-01-02 01:00:00,103.0489081809485
51,2026-01-02 01:30:00,103.87034482401688
52,2026-01-02 02:00:00,103.52943213748405
