,Datetime,Prices
0,2020-01-01 00:00:00,99.39327603814712
1,2020-01-01 00:30:00,73.82762006386626
2,2020-01-01 01:00:00,71.28334595588699
3,2020-01-01 01:30:00,84.48598986927901
4,2020-01-01 02:00:00,105.2121324424653
5,2020-01-01 02:30:00,89.09290535690832
6,2020-01-01 03:00:00,71.7666676212885
7,2020-01-01 03:30:00,106.27927190704227
8,2020-01-01 04:00:00,80.5908259626771
9,2020-01-01 04:30:00,93.26753611918349
10,2020-01-01 05:00:00,83.5742270274594
11,2020-01-01 05:30:00,85.68244566626592
12,2020-01-01 06:00:00,94.44257268907248
13,2020-01-01 06:30:00,71.32474412181979
14,2020-01-01 07:00:00,82.5490882049332
15,2020-01-01 07:30:00,96.23910178367329
16,2020-01-01 08:00:00,108.48824794477002
17,2020-01-01 08:30:00,102.14767144777454
18,2020-01-01 09:00:00,75.02666644601604
19,2020-01-01 09:30:00,106.10270407314775
20,2020-01-01 10:00:00,107.08320517665308
21,2020-01-01 10:30:00,88.18902337653668
22,2020-01-01 11:00:00,73.10203073864056
23,2020-01-01 11:30:00,102.91481500278586
24,2020-01-01 12:00:00,102.10431558366328
25,2020-01-01 12:30:00,102.53028385178163
26,2020-01-01 13:00:00,90.09312681339277
27,2020-01-01 13:30:00,76.43065894300076
28,2020-01-01 14:00:00,82.41329984749447
29,2020-01-01 14:30:00,75.40887209522326
30,2020-01-01 15:00:00,86.56939374104326
31,2020-01-01 15:30:00,94.02809346705844
32,2020-01-01 16:00:00,82.76278405806077
33,2020-01-01 16:30:00,71.2920842484695
34,2020-01-01 17:00:00,88.02469836433903
35,2020-01-01 17:30:00,77.61165984269559
36,2020-01-01 18:00:00,97.48261383744305
37,2020-01-01 18:30:00,88.11480259795789
38,2020-01-01 19:00:00,80.4281094525743
39,2020-01-01 19:30:00,96.89920282938962
40,2020-01-01 20:00:00,95.7415687597836
41,2020-01-01 20:30:00,95.91429542621819
42,2020-01-01 21:00:00,104.91990887284967
43,2020-01-01 21:30:00,95.33535061366094
44,2020-01-01 22:00:00,70.29577710866462
45,2020-01-01 22:30:00,96.77965764497799
46,2020-01-01 23:00:00,105.64078691889631
47,2020-01-01 23:30:00,92.28782605452902
48,2020-01-02 00:00:00,108.79111531173714
49,2020-01-02 00:30:00,94.99371090970736
50,2020-01-02 01:00:00,87.84046940322807
51,2020-01-02 01:30:00,89.06090076501789
52,2020-01-02 02:00:00,95.67586119224403
53,2020-01-02 02:30:00,86.60152725076557
54,2020-01-02 03:00:00,90.20609380661871
55,2020-01-02 03:30:00,87.01620541299384
56,2020-01-02 04:00:00,79.80860306888944
57,2020-01-02 04:30:00,94.26961924891472
58,2020-01-02 05:00:00,70.5047095063771
59,2020-01-02 05:30:00,85.91032006815723
60,2020-01-02 06:00:00,80.227770341733
61,2020-01-02 06:30:00,83.69963879331254
62,2020-01-02 07:00:00,88.45227924837977
63,2020-01-02 07:30:00,91.68354826332146
64,2020-01-02 08:00:00,89.98433317749611
65,2020-01-02 08:30:00,74.09520458146558
66,2020-01-02 09:00:00,104.72280201556129
67,2020-01-02 09:30:00,82.51038894161137
68,2020-01-02 10:00:00,96.78060668827771
69,2020-01-02 10:30:00,105.0220600474299
70,2020-01-02 11:00:00,103.58807535246734
71,2020-01-02 11:30:00,108.09998371494709
72,2020-01-02 12:00:00,91.6520328395068
73,2020-01-02 12:30:00,102.37447037908912
74,2020-01-02 13:00:00,94.70693295408545
75,2020-01-02 13:30:00,93.25961241115166
76,2020-01-02 14:00:00,99.92777559802224
77,2020-01-02 14:30:00,96.74163456438666
78,2020-01-02 15:00:00,107.54117954934202
79,2020-01-02 15:30:00,77.0634762443146
80,2020-01-02 16:00:00,72.44955068814706
81,2020-01-02 16:30:00,75.2990543841354
82,2020-01-02 17:00:00,92.02417829892707
83,2020-01-02 17:30:00,89.0257352027802
84,2020-01-02 18:00:00,100.85257465158709
85,2020-01-02 18:30:00,95.21209954404874
86,2020-01-02 19:00:00,82.40895465249736
87,2020-01-02 19:30:00,88.14863122416033
88,2020-01-02 20:00:00,91.72777871249356
89,2020-01-02 20:30:00,96.72003455933418
90,2020-01-02 21:00:00,81.61099907547514
91,2020-01-02 21:30:00,102.00837137606082
92,2020-01-02 22:00:00,81.50186330074307
93,2020-01-02 22:30:00,106.70873529917353
94,2020-01-02 23:00:00,91.18346479393205
95,2020-01-02 23:30:00,96.33085791973103
96,2020-01-03 00:00:00,83.99539196512629
97,2020-01-03 00:30:00,72.21226098153448
98,2020-01-03 01:00:00,96.32561321404921
99,2020-01-03 01:30:00,76.81644907984493
100,2020-01-03 02:00:00,70.93294393946564
101,2020-01-03 02:30:00,94.33475506484358
102,2020-01-03 03:00:00,90.31976359578431
103,2020-01-03 03:30:00,72.29684328937003
104,2020-01-03 04:00:00,71.80989123226583
105,2020-01-03 04:30:00,82.47009529981877
106,2020-01-03 05:00:00,90.37499297627636
107,2020-01-03 05:30:00,72.39811590928787
108,2020-01-03 06:00:00,99.29407340334834
109,2020-01-03 06:30:00,106.68996146828766
110,2020-01-03 07:00:00,94.56059171673205
111,2020-01-03 07:30:00,103.99286137697766
112,2020-01-03 08:00:00,88.13717614030028
113,2020-01-03 08:30:00,89.71675014795554
114,2020-01-03 09:00:00,82.01643190109237
115,2020-01-03 09:30:00,79.18645451900761
116,2020-01-03 10:00:00,97.74235596646034
117,2020-01-03 10:30:00,108.00330676301502
118,2020-01-03 11:00:00,86.07880038423791
119,2020-01-03 11:30:00,97.90809960658986
120,2020-01-03 12:00:00,92.23332336417421
121,2020-01-03 12:30:00,88.61248296251702
122,2020-01-03 13:00:00,86.84208390318535
123,2020-01-03 13:30:00,83.20278894921768
124,2020-01-03 14:00:00,95.60625878625459
125,2020-01-03 14:30:00,107.26590816678056
126,2020-01-03 15:00:00,83.7056710988586
127,2020-01-03 15:30:00,104.57490568808174
128,2020-01-03 16:00:00,87.21655988874629
129,2020-01-03 16:30:00,101.56337664535192
130,2020-01-03 17:00:00,76.48180683614868
131,2020-01-03 17:30:00,75.21972098081704
132,2020-01-03 18:00:00,103.64942151985016
133,2020-01-03 18:30:00,90.77025110202939
134,2020-01-03 19:00:00,74.24272628280988
135,2020-01-03 19:30:00,74.87993443886263
136,2020-01-03 20:00:00,76.16592735114077
137,2020-01-03 20:30:00,92.30277727866724
138,2020-01-03 21:00:00,84.77739641067605
139,2020-01-03 21:30:00,100.3063211283953
140,2020-01-03 22:00:00,89.62690959175181
141,2020-01-03 22:30:00,109.97613461231856
142,2020-01-03 23:00:00,109.56068130192119
143,2020-01-03 23:30:00,93.75271729466922
144,2020-01-04 00:00:00,79.56758742032139
145,2020-01-04 00:30:00,83.7336135573329
146,2020-01-04 01:00:00,103.87485097642528
147,2020-01-04 01:30:00,102.119432838499
148,2020-01-04 02:00:00,71.52904684829079
149,2020-01-04 02:30:00,87.57073175614241
150,2020-01-04 03:00:00,70.4557655499754
151,2020-01-04 03:30:00,70.6971182353415
152,2020-01-04 04:00:00,88.15035844021274
153,2020-01-04 04:30:00,106.06266317159734
154,2020-01-04 05:00:00,85.56814266198504
155,2020-01-04 05:30:00,89.16966360077019
156,2020-01-04 06:00:00,77.66311798123085
157,2020-01-04 06:30:00,79.53050520629861
158,2020-01-04 07:00:00,86.67716973595763
159,2020-01-04 07:30:00,103.51841738912827
160,2020-01-04 08:00:00,105.88811867469599
161,2020-01-04 08:30:00,99.17094079445263
162,2020-01-04 09:00:00,87.05921445850066
163,2020-01-04 09:30:00,91.75470798878769
164,2020-01-04 10:00:00,84.94956514577923
165,2020-01-04 10:30:00,93.0643801140829
166,2020-01-04 11:00:00,109.07365005478255
167,2020-01-04 11:30:00,90.57336589910938
168,2020-01-04 12:00:00,97.81927741438408
169,2020-01-04 12:30:00,80.4299929436529
170,2020-01-04 13:00:00,89.76049256568709
171,2020-01-04 13:30:00,104.84234653171617
172,2020-01-04 14:00:00,86.77425499405622
173,2020-01-04 14:30:00,83.15314150667014
174,2020-01-04 15:00:00,103.81481038774908
175,2020-01-04 15:30:00,76.33256812126824
176,2020-01-04 16:00:00,79.79880813877185
177,2020-01-04 16:30:00,75.65007033712519
178,2020-01-04 17:00:00,103.18487121753037
179,2020-01-04 17:30:00,106.9166100415201
180,2020-01-04 18:00:00,79.7671257805325
181,2020-01-04 18:30:00,91.7745051259894
182,2020-01-04 19:00:00,70.27010998658628
183,2020-01-04 19:30:00,105.72479410760215
184,2020-01-04 20:00:00,108.919411276662
185,2020-01-04 20:30:00,81.42776644716848
186,2020-01-04 21:00:00,105.98340576185447
187,2020-01-04 21:30:00,80.96509743308013
188,2020-01-04 22:00:00,74.26969515398989
189,2020-01-04 22:30:00,77.74951625156987
190,2020-01-04 23:00:00,105.37796912235189
191,2020-01-04 23:30:00,106.1459200607889
192,2020-01-05 00:00:00,87.78383459284032
193,2020-01-05 00:30:00,90.47665894019201
194,2020-01-05 01:00:00,95.29267576624842
195,2020-01-05 01:30:00,93.99737179088866
196,2020-01-05 02:00:00,106.1217129998059
197,2020-01-05 02:30:00,101.19181960653522
198,2020-01-05 03:00:00,99.77178465935582
199,2020-01-05 03:30:00,101.38368335116621
200,2020-01-05 04:00:00,71.5048903142808
201,2020-01-05 04:30:00,102.96684399908126
202,2020-01-05 05:00:00,94.73471242893072
203,2020-01-05 05:30:00,71.22397960534232
204,2020-01-05 06:00:00,79.83133796100648
205,2020-01-05 06:30:00,89.77883519409838
206,2020-01-05 07:00:00,100.95895393620535
207,2020-01-05 07:30:00,85.52284908890483
208,2020-01-05 08:00:00,89.21138213281867
209,2020-01-05 08:30:00,91.23998391576492
210,2020-01-05 09:00:00,80.2368489898214
211,2020-01-05 09:30:00,107.5878149555743
212,2020-01-05 10:00:00,89.33975494862928
213,2020-01-05 10:30:00,87.16658237575203
214,2020-01-05 11:00:00,85.99012206069885
215,2020-01-05 11:30:00,98.44851270087628
216,2020-01-05 12:00:00,108.84033412123472
217,2020-01-05 12:30:00,94.27202444021867
218,2020-01-05 13:00:00,70.31478956524818
219,2020-01-05 13:30:00,82.98575528505853
220,2020-01-05 14:00:00,88.43298163264492
221,2020-01-05 14:30:00,101.88748366516798
222,2020-01-05 15:00:00,82.34723762911766
223,2020-01-05 15:30:00,74.375763690071
